School incident,BB/pellet gun,State Senate District,State,Defensive use,Latitude,Accidental shooting,Gang involvement,Domestic violence,Injury involvement,Kidnapping,ATF/LE confiscation,Stolen gun involvement,"Idiocy, not aggression",State House District,Suicide or suicide attempt,Gun found during commission of other crime,Address,No shooting,Child involvement,Drive-by,Home invasion,No injuries,Notes,Number Killed,Incident Date,Longitude,Car-jacking,Possession of gun by felon or prohibited person,ID,Self-inflicted,Congressional District,Armed robbery,Officer involvement,Location Description,Death involvement,"Brandishing, open carry, or lost and found",Perpetrator under influence,Number Injured,Lockdown alert,Mistaken ID,Pistol-whipping,City or County,Drug involvement
False,False,24,North Carolina,False,36.0891,False,False,False,False,False,False,False,False,64,False,False,Windsor St.,False,False,False,False,True,,0,"January 12, 2016",-79.4259,False,False,156,False,4,False,False,"Windsor St.; Burlington, North Carolina",False,False,False,0,False,False,False,Burlington,False
False,False,20,Louisiana,False,29.597,False,False,False,False,False,False,True,False,52,False,True,Main Street and Lafayette Street,True,False,False,False,False,,0,"January 12, 2016",-90.7242,False,True,157,False,1,False,False,"Main Street and Lafayette Street; Houma, Louisiana",False,False,False,0,False,False,False,Houma,True
False,False,39,Louisiana,False,32.4673,False,False,False,False,True,False,False,False,3,False,False,4000 Block of Wallace Avenue,True,False,False,True,False,Kidnapping at gunpoint.  Perps also guilty of bank robbery.,0,"January 12, 2016",-93.7673,False,False,158,False,4,False,False,"4000 Block of Wallace Avenue; Shreveport, Louisiana",False,False,False,0,False,False,False,Shreveport,False
False,False,30,Missouri,False,37.2323,False,False,False,False,False,False,False,False,131,False,False,1900 block of N. Robberson Avenue,False,False,False,False,True,,0,"January 12, 2016",-93.2901,False,False,159,False,7,False,False,"1900 block of N. Robberson Avenue; Springfield, Missouri",False,False,False,0,False,False,False,Springfield,False
False,False,17,Ohio,False,38.9465,True,False,False,False,False,False,False,True,93,False,False,770 block of Spangenburg Road,False,False,False,False,False,"Scioto Twp - both men were prison guards @ Southern Ohio Correctional Facility, older male AD'd and shot friend in chest.",1,"January 12, 2016",-82.7695,False,False,160,False,6,False,False,"770 block of Spangenburg Road; Jackson (county), Ohio",True,False,False,0,False,False,False,Jackson (county),False
False,False,28,Maryland,False,38.6204,False,False,False,False,False,False,False,False,28,False,False,11500 block of Terrace Drive,False,False,False,False,False,,1,"January 12, 2016",-76.9106,False,False,161,False,5,False,False,"11500 block of Terrace Drive; Waldorf, Maryland",True,False,False,0,False,False,False,Waldorf,False
False,False,14,California,False,36.742,False,False,False,False,False,False,False,False,31,False,True,3110 East Tulare Avenue,True,False,False,False,False,,0,"January 12, 2016",-119.779,False,True,162,False,16,False,False,"Jack In the Box; 3110 East Tulare Avenue; Fresno, California",False,False,True,0,False,False,False,Fresno,True
False,False,,Missouri,False,N/A,False,False,False,True,False,False,False,False,,False,False,1900 block of Destrehan Street,False,False,False,False,False,,0,"January 12, 2016",N/A,False,False,163,False,,False,False,"1900 block of Destrehan Street; Saint Louis, Missouri",False,False,False,1,False,False,False,Saint Louis,False
False,False,9,New Jersey,False,39.749,False,False,False,False,False,False,True,False,9,False,True,Schooner Avenue and Village Drive,True,False,False,False,False,,0,"January 12, 2016",-74.2472,False,True,164,False,3,False,False,"Schooner Avenue and Village Drive; Barnegat (Barnegat Township), New Jersey",False,False,False,0,False,False,False,Barnegat (Barnegat Township),False
False,False,16,South Carolina,False,34.7505,False,False,False,False,False,False,False,False,44,False,False,1800 block of John Everall Road,False,False,False,False,False,,1,"January 12, 2016",-80.735,False,False,165,False,5,False,False,"1800 block of John Everall Road; Lancaster, South Carolina",True,False,False,0,False,False,False,Lancaster,False
False,False,40,South Carolina,False,33.5034,False,False,False,False,False,False,True,False,95,False,False,Campus Drive,False,False,False,True,True,,0,"January 12, 2016",-80.8412,False,False,166,False,6,False,False,"Campus Drive; Orangeburg, South Carolina",False,False,False,0,False,False,False,Orangeburg,False
False,False,9,Florida,False,30.3646,False,False,False,True,False,False,False,False,12,False,False,3000 block of West Cobblewood Lane,False,False,True,False,False,,0,"January 12, 2016",-81.5008,False,False,167,False,4,False,False,"3000 block of West Cobblewood Lane; Jacksonville, Florida",False,False,False,1,False,False,False,Jacksonville,False
False,False,32,Arkansas,False,34.7589,False,False,False,False,False,False,False,False,33,False,False,820 N. Buchanan St.,True,False,False,False,False,,0,"January 12, 2016",-92.3395,True,False,168,False,2,False,False,"820 N. Buchanan St.; Little Rock, Arkansas",False,False,False,0,False,False,False,Little Rock,False
False,False,32,Arkansas,False,34.7475,False,False,False,False,False,False,False,False,33,False,False,500 S. Valentine St.,True,False,False,False,False,,0,"January 12, 2016",-92.3133,True,False,169,False,2,False,False,"500 S. Valentine St.; Little Rock, Arkansas",False,False,False,0,False,False,False,Little Rock,False
False,False,,Missouri,False,N/A,False,False,False,False,False,False,False,False,,False,False,Lyndover and Sutton,True,False,False,False,False,Number of perpetrators unspecified.,0,"January 12, 2016",N/A,True,False,170,False,,False,False,"Lyndover and Sutton; Saint Louis (Maplewood), Missouri",False,False,False,0,False,False,False,Saint Louis (Maplewood),False
False,False,12,Arkansas,False,33.8168,False,False,False,False,False,False,False,False,8,False,False,N/A,False,False,False,False,False,,1,"January 12, 2016",-92.4188,False,False,171,False,4,False,False,"; Dallas (county), Arkansas",True,False,False,0,False,False,False,Dallas (county),False
False,False,12,Florida,False,28.5933,False,False,False,False,False,False,True,False,45,False,True,North Lane and North Lake Orlando Parkway,True,False,False,False,False,,0,"January 12, 2016",-81.4378,False,True,172,False,5,False,False,"North Lane and North Lake Orlando Parkway; Orlando, Florida",False,False,True,0,False,False,False,Orlando,True
False,False,16,Florida,True,28.3568,False,False,False,True,False,False,False,False,51,False,False,6 South Cocoa Boulevard,False,False,False,False,False,,0,"January 12, 2016",-80.7319,False,False,173,False,8,True,False,"Chevron; 6 South Cocoa Boulevard; Cocoa, Florida",False,False,False,1,False,False,False,Cocoa,False
False,False,9,Michigan,False,42.4564,False,False,True,False,False,False,False,False,28,False,False,7500 Block of Chalmers,False,False,True,False,True,This story is developing.,0,"January 12, 2016",-83.029,False,False,174,False,9,False,True,"7500 Block of Chalmers; Warren, Michigan",False,False,False,0,False,False,False,Warren,False
False,False,9,Ohio,False,39.1149,True,False,False,True,False,False,False,False,32,False,False,800 block of Poplar Street,False,False,False,False,False,"Drug deal gone wrong; perp shot 2 men intentionally, and himself accidentally.",0,"January 12, 2016",-84.5273,False,False,175,False,1,False,False,"800 block of Poplar Street; Cincinnati, Ohio",False,False,False,3,False,False,False,Cincinnati,True
False,False,39,Illinois,False,41.8736,False,False,False,True,False,False,False,False,78,False,False,500 block of South Austin Boulevard,False,False,False,False,False,"Man shot, upper thigh, at gas station; good; unclear;",0,"January 12, 2016",-87.7744,False,False,176,False,7,False,False,"500 block of South Austin Boulevard; Oak Park, Illinois",False,False,False,1,False,False,False,Oak Park,False
False,False,5,Illinois,False,41.8797,False,True,False,True,False,False,False,False,10,False,False,4400 block of West Monroe,False,False,False,False,False,"West Garfield Park - documented gang member shot, abdomen. serious;",0,"January 12, 2016",-87.7355,False,True,177,False,7,False,False,"4400 block of West Monroe; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,40,Mississippi,False,31.2525,False,False,False,False,False,False,False,False,100,False,False,Woolbright Street,False,False,False,False,True,,0,"January 12, 2016",-89.8354,False,False,178,False,4,False,False,"Woolbright Street; Columbia, Mississippi",False,False,False,0,False,False,False,Columbia,False
False,False,16,Mississippi,False,33.4861,False,False,False,True,False,False,False,False,41,False,False,800 block of 10th Ave. S.,False,False,False,True,False,,0,"January 12, 2016",-88.4235,False,False,179,False,1,False,False,"800 block of 10th Ave. S.; Columbus, Mississippi",False,False,False,1,False,False,False,Columbus,False
False,False,24,North Carolina,False,36.1045,False,False,False,False,False,False,False,False,64,False,False,Hatch St.,False,False,False,False,True,,0,"January 12, 2016",-79.437,False,False,180,False,4,False,False,"Hatch St.; Burlington, North Carolina",False,False,False,0,False,False,False,Burlington,False
False,False,,North Carolina,False,N/A,False,False,False,True,False,False,False,False,,False,False,Ferrell Ct.,False,False,False,False,False,,0,"January 12, 2016",N/A,False,False,181,False,,False,False,"Ferrell Ct.; Winston-Salem, North Carolina",False,False,False,1,False,False,False,Winston-Salem,False
False,False,17,California,False,36.5572,False,False,False,False,False,False,True,False,30,False,False,San Benancio Road,True,False,False,False,False,shotguns unknown amount; report # FG1600201,0,"January 12, 2016",-121.697,False,False,182,False,20,False,False,"San Benancio Road; Salinas, California",False,False,False,0,False,False,False,Salinas,False
False,False,7,Illinois,False,41.9894,False,False,False,True,False,False,False,False,14,False,False,5900 block of North Kenmore Avenue,False,False,False,False,False,"Man in car hears shots nearby, wounded; stable; no known gang affiliation;",0,"January 12, 2016",-87.6573,False,False,183,False,9,False,False,"5900 block of North Kenmore Avenue; Chicago, Illinois",False,False,False,0,False,False,False,Chicago,False
False,False,4,Nevada,False,36.1887,False,False,False,True,False,False,False,False,6,False,False,1600 block of North Decatur Boulevard,False,False,False,False,False,1 inj.,0,"January 12, 2016",-115.206,False,False,184,False,1,False,False,"1600 block of North Decatur Boulevard; Las Vegas, Nevada",False,False,False,1,False,False,False,Las Vegas,False
False,False,19,Texas,False,29.3814,False,False,False,True,False,False,False,False,118,False,False,4400 Block of Sierra Street,False,False,True,False,False,1 inj.; drive-by shooting,0,"January 12, 2016",-98.4952,False,False,185,False,35,False,False,"4400 Block of Sierra Street; San Antonio, Texas",False,False,False,1,False,False,False,San Antonio,False
False,False,19,Texas,False,29.3743,False,False,False,True,False,False,False,False,119,False,False,4000 Block of East Southcross,False,False,False,False,False,1 inj.; more than one person may have had a role in this shooting,0,"January 12, 2016",-98.4158,False,False,186,False,35,False,False,"4000 Block of East Southcross; San Antonio, Texas",False,False,False,1,False,False,False,San Antonio,False
False,False,26,Texas,False,29.526,False,False,False,True,False,False,False,False,116,False,False,Parkdale Stree,False,False,False,False,False,1 inj.,0,"January 12, 2016",-98.5617,False,False,187,False,21,False,False,"Parkdale Stree; San Antonio, Texas",False,False,False,1,False,False,False,San Antonio,False
False,False,35,Oklahoma,False,36.1424,False,False,False,True,False,False,False,False,78,False,False,S. College Avenue,False,False,False,False,False,,0,"January 12, 2016",-95.9459,False,False,188,False,1,False,False,"S. College Avenue; Tulsa, Oklahoma",False,False,False,1,False,False,False,Tulsa,False
False,False,24,Alabama,False,33.1672,False,False,False,True,False,False,False,False,70,False,False,Skyland Boulevard,False,False,False,False,False,,0,"January 12, 2016",-87.5334,False,False,189,False,7,False,False,"Aspen Village apartments; Skyland Boulevard; Tuscaloosa, Alabama",False,False,False,2,False,False,False,Tuscaloosa,False
False,False,26,Alabama,False,32.4091,False,False,False,False,False,False,False,False,78,False,False,2600 block of Congressman Dickerson Drive,False,False,False,False,False,,1,"January 12, 2016",-86.2607,False,False,190,False,2,False,False,"2600 block of Congressman Dickerson Drive; Montgomery, Alabama",True,False,False,0,False,False,False,Montgomery,False
False,False,N/A,Kentucky,False,38.072,False,False,False,False,False,False,False,False,N/A,False,False,1499 Russell Cave Rd,False,False,False,False,False,"Second incident at that location today [9:30PM] North Park shopping center near New Circle Road, man shot crashed into tree, later died",1,"January 12, 2016",-84.4758,False,False,191,False,6,False,False,"McDonalds; 1499 Russell Cave Rd; Lexington, Kentucky",True,False,False,0,False,False,False,Lexington,False
False,False,N/A,Kentucky,False,38.072,False,False,False,False,False,False,False,False,N/A,False,False,1499 Russell Cave Rd,False,False,False,False,True,First incident of the day at this location [12:30AM] shots fired hit occupied truck in drive-thru,0,"January 12, 2016",-84.4758,False,False,192,False,6,False,False,"McDonalds; 1499 Russell Cave Rd; Lexington, Kentucky",False,False,False,0,False,False,False,Lexington,False
False,False,19,California,False,34.9532,False,False,False,False,False,False,False,False,35,False,False,Main Street and Oakley Avenue,False,False,False,False,False,,2,"January 12, 2016",-120.447,False,False,193,False,24,False,False,"Main Street and Oakley Avenue; Santa Maria, California",True,False,False,0,False,False,False,Santa Maria,False
False,False,34,Colorado,False,39.7549,False,False,False,True,False,False,False,False,5,False,False,26th Avenue and Zuni Street,False,False,False,False,False,,0,"January 11, 2016",-105.016,False,False,194,False,1,False,True,"26th Avenue and Zuni Street; Denver, Colorado",False,False,False,1,False,False,False,Denver,False
False,True,N/A,Kentucky,False,38.2163,False,False,True,True,False,False,False,False,N/A,False,False,600 block of North Hamilton Street,False,False,False,False,False,"near Watson Alley, officers responding to domestic disturbance shot suspect who refused to drop what appeared to be handgun that turned out to be pellet gun",0,"January 11, 2016",-84.555,False,False,195,False,6,False,True,"600 block of North Hamilton Street; Georgetown, Kentucky",False,False,False,1,False,False,False,Georgetown,False
False,False,27,Tennessee,False,35.6182,False,False,False,True,False,False,False,False,80,False,False,North Fairgrounds Street and Hatton Street,False,False,False,False,False,"downtown, man shot",0,"January 11, 2016",-88.8291,False,False,196,False,8,False,False,"North Fairgrounds Street and Hatton Street; Jackson, Tennessee",False,False,False,1,False,False,False,Jackson,False
False,False,5,Wisconsin,False,43.0652,False,False,False,True,False,False,False,False,14,False,False,2562 North 124th Street,False,False,False,False,False,"respond to dv, ofc chase perp with knife, 36yo and 31yo ofc fire when attacked, perp inj, 32yo woman found dead, unclear if related",0,"January 11, 2016",-88.0668,False,False,197,False,5,False,True,"Normandy Village Apartments; 2562 North 124th Street; Milwaukee (Wauwatosa), Wisconsin",False,False,False,1,False,False,False,Milwaukee (Wauwatosa),False
False,False,19,Tennessee,False,36.2808,False,False,False,False,False,False,False,False,51,False,False,McKinley Street and Florence Avenue,True,False,False,False,False,"standoff lasted several hours after suspect assaulted and threatened to shoot man and woman who came to his home to repossess truck, shotgun",0,"January 11, 2016",-86.7045,False,True,198,False,5,False,True,"McKinley Street and Florence Avenue; Madison, Tennessee",False,False,False,0,False,False,False,Madison,False
False,False,27,Washington,False,47.2833,False,False,False,False,False,False,False,False,27,False,False,Brown’s Point Boulevard and McMurray Road,False,False,False,False,False,,1,"January 11, 2016",-122.396,False,False,199,False,9,False,False,"Brown’s Point Boulevard and McMurray Road; Tacoma, Washington",True,False,False,0,False,False,False,Tacoma,False
False,False,27,Tennessee,False,35.6182,False,False,False,True,False,False,False,False,80,False,False,North Fairgrounds Street and Hatton Street,False,False,False,False,False,"downtown, man shot",0,"January 11, 2016",-88.8291,False,False,200,False,8,False,False,"North Fairgrounds Street and Hatton Street; Jackson, Tennessee",False,False,False,1,False,False,False,Jackson,False
False,False,5,Wisconsin,False,43.0652,False,False,False,True,False,False,False,False,14,False,False,2562 North 124th Street,False,False,False,False,False,"respond to dv, ofc chase perp with knife, 36yo and 31yo ofc fire when attacked, perp inj, 32yo woman found dead, unclear if related",0,"January 11, 2016",-88.0668,False,False,201,False,5,False,True,"Normandy Village Apartments; 2562 North 124th Street; Milwaukee (Wauwatosa), Wisconsin",False,False,False,1,False,False,False,Milwaukee (Wauwatosa),False
False,False,19,Tennessee,False,36.2808,False,False,False,False,False,False,False,False,51,False,False,McKinley Street and Florence Avenue,True,False,False,False,False,"standoff lasted several hours after suspect assaulted and threatened to shoot man and woman who came to his home to repossess truck, shotgun",0,"January 11, 2016",-86.7045,False,True,202,False,5,False,True,"McKinley Street and Florence Avenue; Madison, Tennessee",False,False,False,0,False,False,False,Madison,False
False,False,27,Washington,False,47.2833,False,False,False,False,False,False,False,False,27,False,False,Brown’s Point Boulevard and McMurray Road,False,False,False,False,False,,1,"January 11, 2016",-122.396,False,False,203,False,9,False,False,"Brown’s Point Boulevard and McMurray Road; Tacoma, Washington",True,False,False,0,False,False,False,Tacoma,False
False,False,2,Oregon,False,42.3843,False,False,False,False,False,True,False,False,4,False,True,N/A,True,False,False,False,False,,0,"January 11, 2016",-122.92,False,True,204,False,2,False,False,"; Central Point, Oregon",False,False,False,0,False,False,False,Central Point,False
False,False,22,Maine,False,44.25,False,False,False,False,False,False,False,False,49,False,True,North Union Road,False,False,False,False,True,"suicidal perp with rifle, attempted suicide by cop, fired shots before ofc arrived, brief standoff, no shots fired by ofc, peaceful surrender",0,"January 11, 2016",-69.3157,False,False,205,False,1,False,True,"North Union Road; Union, Maine",False,True,False,0,False,False,False,Union,False
False,False,6,Wisconsin,False,43.0824,False,False,False,True,False,False,False,False,16,False,False,2300 block of West Keefe,False,False,False,False,False,,0,"January 11, 2016",-87.941,False,False,206,False,4,False,False,"2300 block of West Keefe; Milwaukee, Wisconsin",False,False,False,1,False,False,False,Milwaukee,False
False,False,4,Wisconsin,False,43.1125,False,False,False,True,False,False,False,False,11,False,False,5200 block of North 76th,False,False,False,False,False,near Villard,0,"January 11, 2016",-88.0055,False,False,207,False,4,False,False,"5200 block of North 76th; Milwaukee, Wisconsin",False,False,False,2,False,False,False,Milwaukee,False
False,False,6,Kansas,False,39.0543,False,False,False,False,False,False,False,False,31,False,False,4000 block of Fisher Street,False,False,False,False,False,,1,"January 11, 2016",-94.6167,False,False,208,False,3,False,False,"4000 block of Fisher Street; Kansas City, Kansas",True,False,False,0,False,False,False,Kansas City,False
False,False,3,Wisconsin,False,43.0248,False,False,False,True,False,False,False,False,9,False,False,Canal Street and Selig Drive,False,False,True,False,False,"LOCATION FOUND, poss shot on freeway, north of National near Miller Park Way",0,"January 11, 2016",-87.9626,False,False,209,False,4,False,False,"Canal Street and Selig Drive; Milwaukee, Wisconsin",False,False,False,1,False,False,False,Milwaukee,False
False,False,24,Kansas,False,38.8145,False,False,False,False,False,False,True,False,69,False,False,500 block of W. Claflin Avenue,True,False,False,False,False,,0,"January 11, 2016",-97.6174,False,False,210,False,1,False,False,"500 block of W. Claflin Avenue; Salina, Kansas",False,False,False,0,False,False,False,Salina,False
False,False,30,Texas,False,33.9727,False,False,False,True,False,False,False,False,69,False,False,4700 Block of Raylett Drive,False,False,False,False,False,1 inj.,0,"January 11, 2016",-98.5272,False,False,211,False,13,False,False,"4700 Block of Raylett Drive; Wichita Falls, Texas",False,False,False,1,False,False,False,Wichita Falls,False
False,False,21,Ohio,False,41.4869,False,False,False,False,False,False,False,False,11,False,True,East 61st and Griswold Ave,False,False,False,False,False,"Man found shot, killed, behind wheel of car; more than 1 suspect sought;",1,"January 11, 2016",-81.6479,False,False,212,False,11,False,False,"East 61st and Griswold Ave; Cleveland, Ohio",True,False,False,0,False,False,False,Cleveland,False
False,False,22,Virginia,False,37.42,False,False,False,True,False,False,False,False,22,False,False,1901 Tates Springs Road,False,False,False,False,False,patient shot by Centra security officer during physical altercation in Dillard building near Emergency Room,0,"January 11, 2016",-79.1711,False,False,213,False,6,False,True,"Centra Lynchburg General Hospital; 1901 Tates Springs Road; Lynchburg, Virginia",False,False,False,1,False,False,False,Lynchburg,False
False,False,N/A,Massachusetts,False,42.1022,False,False,False,False,False,False,False,False,N/A,False,False,Pine Grove Drive,False,False,False,False,True,"shots fired on basketball courts, 40 cal casings found",0,"January 11, 2016",-71.0607,False,False,214,False,8,False,False,"Pine Grove Drive; Brockton, Massachusetts",False,False,False,0,False,False,False,Brockton,False
False,False,N/A,Massachusetts,False,42.1023,False,False,False,True,False,False,False,False,N/A,False,False,67 Pine Grove Drive,False,False,False,False,False,"shot in shoulder, stray bullet, homes, vehicle damage, 2nd shooting in same apt complex that day",0,"January 11, 2016",-71.0586,False,False,215,False,8,False,False,"67 Pine Grove Drive; Brockton, Massachusetts",False,False,False,1,False,False,False,Brockton,False
False,False,10,Virginia,False,37.468,False,False,False,False,False,False,False,False,69,False,False,6811 Walmsley Boulevard,False,False,False,False,False,convenience store owner found shot died,1,"January 11, 2016",-77.522,False,False,216,False,7,False,False,"The Marketplace; 6811 Walmsley Boulevard; Chesterfield, Virginia",True,False,False,0,False,False,False,Chesterfield,False
False,False,N/A,Massachusetts,False,41.7574,False,False,False,False,False,False,False,False,N/A,False,False,88 Martin Street,False,False,False,False,True,"fired shots at another man with small cal handgun, no inj",0,"January 11, 2016",-70.6366,False,False,217,False,9,False,False,"88 Martin Street; Wareham, Massachusetts",False,False,False,0,False,False,False,Wareham,False
False,False,18,Hawaii,False,21.4003,False,False,False,False,False,False,False,False,35,False,False,94-795 Lumiaina Street,True,False,False,False,False,"cj at gunpoint, shotgun, no shots fired, 1 gunman, passenger vic fled, driver choked",0,"January 11, 2016",-158.007,True,False,218,False,1,False,False,"McDonalds; 94-795 Lumiaina Street; Waipahu, Hawaii",False,True,False,0,False,False,False,Waipahu,False
False,False,N/A,Massachusetts,True,42.2035,False,False,False,False,False,False,False,False,N/A,False,False,Hampshire Street,True,False,False,True,False,"failed hi, tried to push in home, vic screamed, perps ran, no inj",0,"January 11, 2016",-72.6166,False,False,219,False,1,False,False,"Hampshire Street; Holyoke, Massachusetts",False,True,False,0,False,False,False,Holyoke,False
False,False,N/A,Massachusetts,False,42.0982,False,False,False,False,False,False,False,False,N/A,False,False,N/A,True,False,False,False,False,"cj at gunpoint, poss related to other shootings that day",0,"January 11, 2016",-71.0359,True,False,220,False,8,False,False,"; Brockton, Massachusetts",False,True,False,0,False,False,False,Brockton,False
False,False,N/A,Massachusetts,False,42.065,False,False,False,True,False,False,False,False,N/A,False,False,Carroll Avenue,False,False,True,False,False,"shot in buttocks, 3 9mm handguns recovered, 9mm and 40 cal casings recovered, poss related to cj and stray bullet shooting same day",0,"January 11, 2016",-71.0251,False,False,221,False,8,False,False,"Carroll Avenue; Brockton, Massachusetts",False,False,False,1,False,False,False,Brockton,False
False,False,13,Texas,False,29.7736,False,False,False,False,False,False,False,False,142,False,False,5300 Block of the East Freeway,False,False,False,False,False,Armed robbers shoot victim after he resists giving them money and pulls out his own gun.,1,"January 11, 2016",-95.317,False,False,222,False,18,True,False,"McDonalds; 5300 Block of the East Freeway; Houston, Texas",True,False,False,0,False,False,False,Houston,False
False,False,N/A,Massachusetts,False,41.7906,False,False,False,False,False,True,False,False,N/A,False,True,37 Noreast Drive,True,False,False,False,False,"physically assaulted woman, failed to turn in shotgun when permit revoked",0,"January 11, 2016",-70.5387,False,True,223,False,9,False,False,"37 Noreast Drive; Sagamore Beach, Massachusetts",False,False,False,0,False,False,False,Sagamore Beach,False
False,False,N/A,Pennsylvania,False,39.9572,False,False,False,True,False,False,False,False,N/A,False,False,100 block of South Hartley Street,False,False,False,False,False,,0,"January 11, 2016",-76.7396,False,False,224,False,4,False,False,"100 block of South Hartley Street; York, Pennsylvania",False,False,False,2,False,False,False,York,False
