ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Address,Armed robbery with injury/death and/or evidence of DGU found,BB/pellet gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child with gun - no shots fired,City or County,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots perpetrator","Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun(s) stolen from owner,Home Invasion,Home Invasion - No death or injury,Home Invasion - Resident injured,ID,"IDIOCY, NOT AGGRESSION",Incident Date,Institution/Group/Business,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Latitude,Location Description,Longitude,"Mistaken ID  (thought it was an intruder/threat, was friend/family)",Non-Shooting Incident,Notes,Number Injured,Number Killed,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Perpetrator killed,Officer Involved Shooting - Perpetrator shot,Officer Involved Shooting - Perpetrator suicide at standoff,Officer Involved Shooting - Perpetrator surrender at standoff,"Officer Involved Shooting - Shots fired, no injury",Pistol-whipping,Playing with gun,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,Shots Fired - No Injuries,"Shots fired, no action (reported, no evidence found)",State,State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Suicide,Suicide - Attempt,Under the influence of alcohol or drugs (only applies to the perpetrator)
False,False,False,False,False,False,Linn and Poplar,False,False,False,False,False,False,False,False,Cincinnati,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,100,False,"January 12, 2016",False,False,False,39.1149,"Linn and Poplar; Cincinnati, Ohio",-84.5273,False,False,"Man trying to sell marijuana to 2 others shoots them, himself; 1 victim critical;",3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Ohio,32,9,False,False,False,False
False,True,True,False,False,False,1200 block of Blanchard Avenue,False,False,False,False,False,False,False,False,Cincinnati,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101,True,"January 12, 2016",False,False,False,39.1135,"1200 block of Blanchard Avenue; Cincinnati, Ohio",-84.566,True,False,"14yo boy ditched school, hid in basement; father thought child was intruder, shot and killed son.",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Ohio,32,9,False,False,False,False
False,False,False,False,False,False,Grotto and Gladefield,True,False,False,False,False,False,False,False,Pittsburgh,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102,False,"January 12, 2016",False,False,False,40.4667,"Grotto and Gladefield; Pittsburgh, Pennsylvania",-79.8963,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Marshall Ave.,False,False,False,False,False,False,False,False,Evansville,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103,False,"January 12, 2016",False,False,False,37.9564,"Marshall Ave.; Evansville, Indiana",-87.5399,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Indiana,77,50,False,False,False,False
False,False,False,False,False,False,Sycamore Street,False,False,False,False,False,False,False,False,Evansville,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104,False,"January 12, 2016",False,False,False,37.973,"Sycamore Street; Evansville, Indiana",-87.5707,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Indiana,77,49,False,False,False,False
False,False,False,False,False,False,S Harlan Ave.,False,False,False,False,False,False,False,False,Evansville,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105,False,"January 12, 2016",False,False,False,37.9664,"S Harlan Ave.; Evansville, Indiana",-87.542,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Indiana,77,50,False,False,False,False
False,False,False,False,False,False,Onset Avenue,False,False,False,True,False,False,False,False,Wareham,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106,False,"January 12, 2016",False,False,False,41.7429,"Joseph Grassia Bridge; Onset Avenue; Wareham, Massachusetts",-70.6521,False,True,"near Cranberry Hwy, loaded black 9mm handgun found, recovered by ofc",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Massachusetts,N/A,N/A,False,False,False,False
False,False,False,False,False,False,3700 Block of Bee Tree Lane,False,False,False,False,False,False,False,False,Fort Worth,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107,False,"January 12, 2016",False,False,False,32.6282,"3700 Block of Bee Tree Lane; Fort Worth, Texas",-97.3737,False,False,"1 killed, 1 inj.",1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Texas,97,10,False,False,False,False
False,False,False,False,False,False,1200 block of N. Chautauqua,False,False,False,False,False,False,False,False,Wichita,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108,False,"January 12, 2016",False,False,False,37.7046,"1200 block of N. Chautauqua; Wichita, Kansas",-97.3013,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Kansas,84,29,False,False,False,False
False,False,False,False,False,False,East Palestine Road,False,False,False,False,False,False,False,False,Madison,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109,False,"January 12, 2016",False,False,False,36.2483,"Falcon View Apartments; East Palestine Road; Madison, Tennessee",-86.7117,False,False,man shot,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Tennessee,51,21,False,False,False,False
False,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Murfreesboro,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110,False,"January 12, 2016",False,False,False,35.791,"; Murfreesboro, Tennessee",-86.3495,False,False,"intoxicated man fired shots at woman at apartment complex, handgun",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Tennessee,48,14,False,False,False,True
True,False,False,False,False,False,48 Pinebrook Circle,False,False,False,False,False,False,False,False,Guilford,False,False,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,111,False,"January 12, 2016",False,False,False,41.3247,"48 Pinebrook Circle; Guilford, Connecticut",-72.7076,False,True,"raid, drugs, cash, loaded 9mm found, child present",0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Connecticut,98,12,False,False,False,False
True,False,False,False,False,False,111 Magnolia Street,False,False,False,False,False,False,False,False,Boston,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112,False,"January 12, 2016",False,False,False,42.3147,"111 Magnolia Street; Boston, Massachusetts",-71.0719,False,True,"Dorchester, ongoing investigation, loaded Sterling 22 cal handgun",0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Massachusetts,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Colerain Avenue and North Bend Road,False,False,False,False,True,False,False,False,Cincinnati,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113,False,"January 12, 2016",False,False,False,39.1912,"Colerain Avenue and North Bend Road; Cincinnati, Ohio",-84.5706,False,True,Car-jacking.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ohio,32,9,False,False,False,False
False,False,False,False,False,False,E Ontario and H streets,False,False,False,False,False,False,False,False,Philadelphia,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,114,False,"January 12, 2016",False,False,False,39.9995,"E Ontario and H streets; Philadelphia, Pennsylvania",-75.1126,False,False,Shots fired not far from KenCrest Early Childhood Center- Kensington,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,34000 block of Mud Springs Road,False,False,False,False,False,False,False,False,Black Canyon City,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115,False,"January 12, 2016",False,False,False,34.0709,"34000 block of Mud Springs Road; Black Canyon City, Arizona",-112.126,False,False,"Claims he accidentally shot and killed girlfriend; arrested on murder 2, drugs found on site",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Arizona,1,1,False,False,False,False
False,False,False,False,False,False,2700 Block of Bruxelles Street,False,False,False,False,False,False,False,False,New Orleans,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,116,False,"January 12, 2016",False,False,False,29.9851,"2700 Block of Bruxelles Street; New Orleans, Louisiana",-90.0716,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Louisiana,93,5,False,False,False,False
False,False,False,False,False,False,335 6th Avenue,False,False,False,False,False,False,False,False,Mobile,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,117,False,"January 12, 2016",False,False,False,30.6973,"335 6th Avenue; Mobile, Alabama",-88.222,False,False,"Mobile Terrace, sitting at table, perp point shotgun at vic head and fired",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Alabama,101,33,False,False,False,False
False,False,False,False,False,False,Linden Drive,False,False,False,False,False,False,False,False,Versailles,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118,False,"January 12, 2016",False,False,False,38.0553,"Linden Drive; Versailles, Kentucky",-84.7462,False,False,"near Poplar Circle, shots fired at home and car",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Kentucky,N/A,N/A,False,False,False,False
False,False,False,False,False,False,3400 block of Primrose Place,False,False,False,False,False,False,False,False,Decatur,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119,False,"January 12, 2016",False,False,False,33.7411,"3400 block of Primrose Place; Decatur, Georgia",-84.249,False,False,"Dekalb Co, found shot in car, 2 males seen fleeing scene",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Georgia,86,42,False,False,False,False
False,False,False,False,False,False,500 block of Old Hickory Boulevard,False,False,False,False,False,False,False,False,Jackson,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120,False,"January 12, 2016",False,False,False,35.658,"Villages of Old Hickory; 500 block of Old Hickory Boulevard; Jackson, Tennessee",-88.845,False,False,man found shot inside car died,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Tennessee,80,27,False,False,False,False
False,True,False,False,False,True,1 Library Square,False,False,False,False,False,False,False,False,Terre Haute,True,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,121,False,"January 12, 2016",True,False,False,39.4633,"Vigo County Public Library; 1 Library Square; Terre Haute, Indiana",-87.4086,False,True,negligent discharge in gun hobbyist meeting at library,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Indiana,43,38,False,False,False,False
False,False,False,False,False,False,2900 block of West Warren Boulevard,False,False,False,False,False,False,False,False,Chicago,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122,False,"January 12, 2016",False,False,False,41.8821,"2900 block of West Warren Boulevard; Chicago, Illinois",-87.6989,False,False,"East Garfield Park - passenger in car wounded, arm, after hearing shots;",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Illinois,10,5,False,False,False,False
False,False,False,False,False,False,1000 block of Lynah Road,False,False,False,False,False,False,False,False,Savannah,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123,False,"January 12, 2016",False,False,False,32.0707,"1000 block of Lynah Road; Savannah, Georgia",-81.1226,False,False,"result of altercation, met with ofc on 1000 block of Googe, poss reported as on Googe",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Georgia,162,2,False,False,False,False
False,False,False,False,False,False,9400 block of South Harvard Avenue,False,False,False,False,False,False,False,False,Chicago,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124,False,"January 12, 2016",False,False,False,41.7241,"9400 block of South Harvard Avenue; Chicago, Illinois",-87.6323,False,False,Princeton Park - man shot by shooter who got out of car to fire; stable,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Illinois,27,14,False,False,False,False
False,False,False,False,False,False,Beersheba Highway,False,False,False,False,False,False,False,False,Mcminnville,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125,False,"January 12, 2016",False,False,False,35.5963,"Beersheba Highway; Mcminnville, Tennessee",-85.7106,False,False,man found shot dead outside home,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Tennessee,43,16,False,False,False,False
False,False,False,False,False,False,1000 block of Winston Road,False,False,False,False,False,False,False,False,Columbus,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,126,False,"January 12, 2016",False,False,False,32.4344,"1000 block of Winston Road; Columbus, Georgia",-84.9451,False,False,"shots fired at home, no inj",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Georgia,136,15,False,False,False,False
False,False,False,False,False,False,1300 block of 22nd Street,False,False,False,False,False,False,False,False,Columbus,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127,False,"January 12, 2016",False,False,False,32.4836,"1300 block of 22nd Street; Columbus, Georgia",-84.9743,False,False,"gun fired at vics, missed",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Georgia,135,15,False,False,False,False
False,False,False,False,False,False,6900 block of South Western Avenue,False,False,False,False,False,False,False,False,Chicago,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128,False,"January 12, 2016",False,False,False,41.7683,"6900 block of South Western Avenue; Chicago, Illinois",-87.6834,False,False,"Marquette Park - teen shot, calf, as he stood outside; good;",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Illinois,32,16,False,False,False,False
False,False,False,False,False,False,1504 Bouldercrest Road,False,False,False,False,False,True,True,False,Atlanta,False,False,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,129,False,"January 12, 2016",False,False,False,33.7158,"Paradise East Apartments; 1504 Bouldercrest Road; Atlanta, Georgia",-84.3297,False,False,"Dekalb co, cars exchanging gunfire, stray bullet hit sleeping child in home",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Georgia,89,44,False,False,False,False
False,False,False,False,False,False,4300 block of Hidden Valley Drive,False,False,False,False,False,False,False,False,Atlanta (College Park),False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130,False,"January 12, 2016",False,False,False,33.6383,"4300 block of Hidden Valley Drive; Atlanta (College Park), Georgia",-84.5345,False,False,"Fulton Co, found in home",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Georgia,62,35,False,False,False,False
False,False,False,False,False,False,7100 block of South Merrill Avenue,False,False,False,False,False,False,False,False,Chicago,False,False,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,131,False,"January 12, 2016",False,False,False,41.7661,"7100 block of South Merrill Avenue; Chicago, Illinois",-87.5726,False,False,"South Shore - documented gang member shot, chest, critical;",1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Illinois,26,13,False,False,False,False
False,False,False,False,False,False,4100 block of West Cermak Road,False,False,False,False,False,False,False,False,Chicago,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,132,False,"January 12, 2016",False,False,False,41.8519,"4100 block of West Cermak Road; Chicago, Illinois",-87.7274,False,False,"South Lawndale - man shot, side, leg, as he sat in car; critical",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Illinois,9,5,False,False,False,False
False,False,False,False,False,False,200 block of North Pulaski Road,False,False,False,False,False,False,False,False,Chicago,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133,False,"January 12, 2016",False,False,False,41.8829,"200 block of North Pulaski Road; Chicago, Illinois",-87.7254,False,False,East Garfield Park - 3 men standing on sidewalk wounded by gunman;,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Illinois,10,5,False,False,False,False
False,False,False,False,False,False,500 block of West Gwinnett Street,True,False,False,False,False,False,False,False,Savannah,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,134,False,"January 12, 2016",False,False,False,32.0655,"Frazier Homes; 500 block of West Gwinnett Street; Savannah, Georgia",-81.0912,False,True,pw in face during ar,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Georgia,163,2,False,False,False,False
False,False,False,False,False,False,Big Buck Lane and Haven Wood Drive,False,False,False,False,False,False,False,False,Price Township,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135,False,"January 12, 2016",False,False,False,N/A,"Big Buck Lane and Haven Wood Drive; Price Township, Pennsylvania",N/A,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Pennsylvania,,,False,False,False,False
False,False,False,False,False,False,100 block of Nashua Drive,False,False,False,False,False,False,False,False,Lagrange,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136,False,"January 12, 2016",False,False,False,33.0125,"100 block of Nashua Drive; Lagrange, Georgia",-84.9861,False,False,casings found in backyard,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Georgia,132,29,False,False,False,False
False,False,False,False,False,False,15th and 16th Streets,False,False,False,False,False,False,False,False,Modesto,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137,False,"January 12, 2016",False,False,False,37.6429,"15th and 16th Streets; Modesto, California",-120.992,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,California,21,5,False,False,False,False
False,False,False,False,False,False,21900 block of Grace Avenue,False,False,False,False,False,False,False,False,Carson,False,False,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,138,False,"January 12, 2016",False,False,False,33.8288,"21900 block of Grace Avenue; Carson, California",-118.268,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,California,64,35,False,False,False,False
False,False,False,False,False,False,1100 block of Avenue H-14,False,True,False,False,False,False,False,False,Lancaster,False,False,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,139,False,"January 12, 2016",False,False,False,34.7056,"1100 block of Avenue H-14; Lancaster, California",-118.149,False,False,perp armed with BB gun,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,36,21,False,False,False,False
False,False,False,False,False,False,1400 block of West 10th Street,False,False,False,False,False,False,False,False,Santa Ana,False,False,46,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,140,False,"January 12, 2016",False,False,False,33.7534,"1400 block of West 10th Street; Santa Ana, California",-117.887,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,69,34,False,False,False,False
False,False,False,False,False,False,1500 block of North 20th Street,False,False,False,False,False,False,False,False,Philadelphia,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,141,False,"January 12, 2016",False,False,False,39.9772,"1500 block of North 20th Street; Philadelphia, Pennsylvania",-75.1682,False,False,"critical, but stable condition.",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,300 block of West Bay Street,False,False,False,False,False,False,False,False,Costa Mesa,False,False,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,142,False,"January 12, 2016",False,False,False,33.6475,"300 block of West Bay Street; Costa Mesa, California",-117.912,False,False,,0,1,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,California,74,37,False,True,False,False
False,False,False,False,False,False,Blackstone and McKinley Avenues,False,False,False,False,False,False,False,False,Fresno,False,False,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,143,False,"January 12, 2016",False,False,False,36.765,"Carl's Jr.; Blackstone and McKinley Avenues; Fresno, California",-119.79,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,31,14,False,False,False,False
False,False,False,False,False,False,900 block of Redwood Drive,False,False,False,False,False,False,False,False,Garberville,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,144,False,"January 12, 2016",False,False,False,40.0984,"900 block of Redwood Drive; Garberville, California",-123.795,False,True,"stolen but not retrieved, Winchester 94, Beretta 21A, CZ 527 .223",0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,California,2,2,True,False,False,False
False,False,False,False,False,False,4700 block of Shannondale Drive,False,False,False,False,False,False,False,False,Antioch,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145,False,"January 12, 2016",False,False,False,37.9683,"4700 block of Shannondale Drive; Antioch, California",-121.767,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,11,7,False,False,False,False
True,False,False,False,False,False,100 block of Hall Avenue,False,False,False,True,False,False,False,False,Syracuse,False,False,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,146,False,"January 12, 2016",False,False,False,43.0125,"100 block of Hall Avenue; Syracuse, New York",-76.1419,False,True,"seen walking through yards on Belle Ave, down street on Ballytyne Road, LOCATION ARRESTED, no shots fired, Western Field 12ga shotgun",0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,New York,128,53,False,False,False,False
False,False,False,False,False,False,Hensley Drive and Woodbend Drive,False,False,False,False,False,False,False,False,Raleigh,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,147,False,"January 12, 2016",False,False,False,35.8747,"Center Point Apartments; Hensley Drive and Woodbend Drive; Raleigh, North Carolina",-78.6411,False,False,,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,North Carolina,34,15,False,False,False,False
False,False,False,False,False,False,East 22nd Street,False,False,False,False,False,False,False,False,Reserve,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148,False,"January 12, 2016",False,False,False,30.061,"East 22nd Street; Reserve, Louisiana",-90.5388,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Louisiana,57,2,False,False,False,False
False,False,False,False,False,False,4300 Block of Sybil Street,False,False,False,False,False,False,False,False,New Orleans,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149,False,"January 12, 2016",False,False,False,30.0012,"4300 Block of Sybil Street; New Orleans, Louisiana",-90.0753,False,False,"1 killed, perp and victim both drew guns after argument; perp not charged at this point",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Louisiana,97,4,False,False,False,False
False,False,False,False,False,False,19th Avenue and East 33rd Street,False,False,False,False,False,False,False,False,Paterson,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150,False,"January 12, 2016",False,False,False,40.9088,"19th Avenue and East 33rd Street; Paterson, New Jersey",-74.1438,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,New Jersey,35,35,False,False,False,False
False,False,False,False,False,False,1700 Block of North 23rd Street,False,False,False,False,False,False,False,False,Baton Rouge,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,151,False,"January 12, 2016",False,False,False,30.4635,"1700 Block of North 23rd Street; Baton Rouge, Louisiana",-91.165,False,False,1 killed,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Louisiana,67,14,False,False,False,False
False,False,False,False,False,False,5600 block of Haddon Ave.,False,False,False,False,False,False,False,False,Baltimore,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,152,False,"January 12, 2016",False,False,False,39.3377,"5600 block of Haddon Ave.; Baltimore, Maryland",-76.7042,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Maryland,41,41,False,False,False,False
False,False,False,False,False,False,211 Delaware Avenue,False,False,False,False,False,False,False,False,Dover,False,False,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,153,False,"January 12, 2016",False,False,False,39.1641,"Central Middle School; 211 Delaware Avenue; Dover, Delaware",-75.5209,False,False,"Gun stolen from younger boys father, fired by 13yo in restroom of school.",0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,Delaware,31,17,False,False,False,False
False,False,False,False,False,False,4500 block of Benning Road NE,False,False,False,False,True,False,False,False,Washington,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,154,False,"January 12, 2016",False,False,False,38.8902,"4500 block of Benning Road NE; Washington, District of Columbia",-76.9375,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,District of Columbia,N/A,N/A,False,False,False,False
False,False,False,False,False,False,2800 block of Owen Drive,False,False,False,False,False,False,False,False,Fayetteville,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155,False,"January 12, 2016",False,False,False,35.0183,"2800 block of Owen Drive; Fayetteville, North Carolina",-78.9042,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,North Carolina,44,19,False,False,False,False
False,False,False,False,False,False,Windsor St.,False,False,False,False,False,False,False,False,Burlington,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,156,False,"January 12, 2016",False,False,False,36.0891,"Windsor St.; Burlington, North Carolina",-79.4259,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,North Carolina,64,24,False,False,False,False
False,False,False,False,False,False,Main Street and Lafayette Street,False,False,False,False,False,False,False,False,Houma,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,157,False,"January 12, 2016",False,False,False,29.597,"Main Street and Lafayette Street; Houma, Louisiana",-90.7242,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Louisiana,52,20,False,False,False,False
